,total bpp,total psnr,total ms-ssim,data01 bpp,data01 psnr,data01 ms-ssim,data02 bpp,data02 psnr,data02 ms-ssim,data03 bpp,data03 psnr,data03 ms-ssim,data04 bpp,data04 psnr,data04 ms-ssim
q00_048,1.605712890625,34.137808899443804,0.9916582107543945,2.2705078125,30.06777018355529,0.9935597777366638,0.39599609375,41.339757257716414,0.9876996278762817,1.2138671875,33.90459429500377,0.9925158023834229,2.54248046875,31.23911386149976,0.9928576350212097
q00_047,1.604736328125,34.137798371992815,0.9916581511497498,2.26953125,30.067728073751322,0.9935595393180847,0.39501953125,41.339757257716414,0.9876996278762817,1.212890625,33.90459429500377,0.9925158023834229,2.54150390625,31.23911386149976,0.9928576350212097
q00_046,1.603759765625,34.13790252024201,0.9916580468416214,2.2685546875,30.067681856143796,0.9935593605041504,0.39404296875,41.339757257716414,0.9876996278762817,1.2119140625,33.90505710560806,0.9925155639648438,2.54052734375,31.23911386149976,0.9928576350212097
q00_045,1.6021728515625,34.137983109832916,0.9916588366031647,2.26513671875,30.06747080198751,0.9935554265975952,0.39306640625,41.339757257716414,0.9876996278762817,1.2109375,33.90568399753886,0.9925259947776794,2.53955078125,31.239020382088867,0.9928542971611023
q00_044,1.59716796875,34.13973075903255,0.9916599243879318,2.2568359375,30.07489312650581,0.9935497045516968,0.39208984375,41.339757257716414,0.9876996278762817,1.2099609375,33.90568399753886,0.9925259947776794,2.52978515625,31.23858865436912,0.9928643703460693
q00_043,1.589599609375,34.138866406945155,0.9916437715291977,2.244140625,30.083235111943605,0.9935383796691895,0.39111328125,41.339757257716414,0.9876996278762817,1.208984375,33.90568399753886,0.9925259947776794,2.51416015625,31.22678926058174,0.9928110837936401
q00_042,1.5804443359375,34.136795555743824,0.9916310906410217,2.22900390625,30.087855787296345,0.9935346841812134,0.39013671875,41.339757257716414,0.9876996278762817,1.2080078125,33.90590178444735,0.9925261735916138,2.49462890625,31.213667393515188,0.992763876914978
q00_041,1.5704345703125,34.13255263030075,0.991601750254631,2.21142578125,30.090621468173623,0.9935061931610107,0.38916015625,41.339757257716414,0.9876996278762817,1.20703125,33.90590178444735,0.9925261735916138,2.47412109375,31.193930010865614,0.9926750063896179
q00_040,1.56005859375,34.12922755276241,0.9915666282176971,2.19287109375,30.102272749229584,0.9934700727462769,0.38818359375,41.339757257716414,0.9876996278762817,1.2060546875,33.90590178444735,0.9925261735916138,2.453125,31.168978419656284,0.9925706386566162
q00_039,1.5491943359375,34.12839725204573,0.9915408790111542,2.17333984375,30.1181737367717,0.9934446215629578,0.38720703125,41.339757257716414,0.9876996278762817,1.205078125,33.90590178444735,0.9925261735916138,2.43115234375,31.14975622924746,0.9924930930137634
q00_038,1.53759765625,34.12801741767638,0.9915132969617844,2.15185546875,30.13389616732299,0.9934134483337402,0.38623046875,41.339757257716414,0.9876996278762817,1.2041015625,33.90590178444735,0.9925261735916138,2.408203125,31.132514461218783,0.9924139380455017
